Codes,Area names,Region,Location,Total % 0-4,Total % 5-6,Total % 7-8,Total % 9-10,Total Average rating,0-4 CV,0-4 Lower limit,0-4 Upper limit,5-6 CV, 5-6 Lower limit,5-6 Upper limit,7-8 CV,7-8 Lower limit,7-8 Upper limit,9-10 CV,9-10 Lower limit,9-10 Upper limit,Total CV,Total Lower limit,Total Upper limit,Sample size
E07000094,,,Winchester,,,,,7.66,33.64,2.28,13.84,23.4,6.97,18.39,10.46,32.4,54.43,13.32,27.66,44.03,2.8,7.23,8.09,150
E07000095,,,Broxbourne,,,,,7,24.43,2.65,17.04,21.42,4.25,17.64,14.16,26.07,49.75,15.77,28.9,53.72,3.56,6.5,7.51,92
E07000096,,,Dacorum,,,,,7.6,28.84,3.32,12.3,21.35,8.3,20.61,8.48,42.41,59.67,12.13,20.24,33.15,2.12,7.27,7.92,180
E07000097,,,East Hertfordshire,,,,,7.43,23.92,4.3,12.16,18.35,9.08,19.56,7.99,39.34,54.26,11.58,23.57,37.73,1.92,7.15,7.72,172
E07000098,,,Hertsmere,,,,,7.58,41.56,3.07,14.66,24.51,5.51,17.58,10.08,28.97,49.08,14.53,29.78,51.35,2.22,7.24,7.92,115
E07000099,,,North Hertfordshire,,,,,7.58,27.33,3.4,11.55,20.74,7.93,19.13,8.91,38.61,55.31,12.05,24.33,39.74,2.25,7.24,7.92,166
E07000101,,,Stevenage,,,,,7.08,27.23,5.7,19.97,22.45,12.18,32.81,14.82,23.17,43.27,19.39,19,43.9,3.76,6.53,7.62,86
E07000102,,,Three Rivers,,,,,7.69,71.42,3.47,15.64,19.91,8.47,20.74,10.4,33.54,52.59,16.32,23.8,41.77,2.29,7.34,8.05,121
E07000103,,,Watford,,,,,7.24,42.63,0.89,11.93,18.52,15.58,34.22,10.42,34.6,53.06,19.8,14.92,34.82,2.76,6.83,7.64,103
E07000105,,,Ashford,,,,,7.19,26.77,4.58,15.06,18.14,13.43,28.64,9.86,35.66,53.11,13.97,17.87,31.65,2.59,6.82,7.56,186
E07000106,,,Canterbury,,,,,7.18,22.82,6.45,17.19,17.36,13.76,28.32,8.48,27.69,38.95,11.43,26.12,41.52,2.47,6.83,7.53,198
E07000107,,,Dartford,,,,,7.51,47.98,0.19,11.78,19.65,12.96,30.02,15.7,24.67,47.58,15.32,25.14,47.67,3.66,6.95,8.06,98
E07000108,,,Dover,,,,,7.03,27.31,4.63,16.2,22.94,10.27,26.67,11.33,33.14,51.47,13.76,20.35,37.26,4.91,6.34,7.72,150
E07000109,,,Gravesham,,,,,7.61,54.42,5.46,23.36,21.13,11.57,29.7,15,20.19,46.45,14.69,21.91,41.36,3.03,7.14,8.08,92
E07000110,,,Maidstone,,,,,7.24,22.62,5.86,15.49,19.38,9.12,20.62,10,35.26,52.83,13.08,22.47,38.34,2.53,6.88,7.61,176
E07000111,,,Sevenoaks,,,,,7.63,32.78,3.7,18,26.47,4.24,13.87,7.9,33.46,46.09,12.25,30.39,50.25,2.87,7.19,8.07,134
E07000112,,,Shepway,,,,,7.61,33.33,2.55,13.14,21.02,13.26,35.22,11.98,30.72,50,12.69,18.91,36.21,2.6,7.22,8.01,149
E07000113,,,Swale,,,,,7.6,28,3.17,11.16,16.71,11,21.99,10,36.21,54.24,13.12,22.97,39.24,2.11,7.28,7.92,190
E07000114,,,Thanet,,,,,7.48,34.51,5.71,17.15,17.6,5.9,17.46,13.66,30.44,45.98,13.27,29.91,47.45,2.5,7.11,7.86,146
E07000115,,,Tonbridge and Malling,,,,,7.32,34.68,3.22,18.01,23.89,7.2,20.48,11.59,32.73,52.59,18.06,20.96,44.8,3.92,6.75,7.9,131
E07000116,,,Tunbridge Wells,,,,,7.66,37.5,1.43,10.03,22.15,9.8,25.38,12.82,31.63,53.45,12.23,25.78,42.49,1.99,7.35,7.96,144
E07000117,,,Burnley,,,,,7.12,33.8,1.66,12.08,26.24,16.19,37.33,16.41,24.24,46.95,16.6,21.2,40.36,3.89,6.56,7.68,85
E07000118,,,Chorley,,,,,7.79,25.72,2.75,12.4,16.16,7.12,16.62,13.19,34.38,52.36,15.76,27.75,46.61,1.89,7.49,8.08,170
E07000119,,,Fylde,,,,,7.94,51.06,2.11,15.89,29.86,7.31,25.09,13.2,21.5,45.43,14.09,30.53,52.14,2.73,7.5,8.38,95
E07000120,,,Hyndburn,,,,,7.08,31.68,4.55,20.96,27.66,8.71,31.04,15.59,27.62,53.2,18.69,16.72,37.18,3.85,6.53,7.64,104
E07000121,,,Lancaster,,,,,7.37,21,5.28,12.9,17.62,13.91,29.02,10.74,30.14,46.61,14.26,22.22,39.92,2.51,7,7.74,174
E07000122,,,Pendle,,,,,7.66,33.43,2.39,12.56,25.09,8.48,26.18,13.52,29.91,52.62,13.8,24.4,43.45,2.6,7.26,8.07,105
E07000123,,,Preston,,,,,7.09,23.95,6.43,18.04,15.42,14.71,26.24,10.26,25.27,40.23,13.95,25.54,43.54,3.16,6.65,7.54,176
E07000124,,,Ribble Valley,,,,,7.12,29.44,4.85,20.98,34.76,3.56,23.49,17.47,30.17,65.66,22.09,13.64,37.66,3.25,6.63,7.61,58
E07000125,,,Rossendale,,,,,7.44,35.46,2.29,14.08,25.2,9.53,29.53,15.33,26.64,50.74,15.75,22.84,44.35,3.52,6.91,7.97,81
E07000126,,,South Ribble,,,,,7.22,27.93,3.79,13.47,20.36,12.16,28.95,13,30.43,51.89,14.7,20.91,38.4,2.37,6.88,7.57,136
E07000127,,,West Lancashire,,,,,7.06,20.33,8.58,20.35,21.87,7.16,18.32,11.75,31.61,51.05,12.55,23.56,39.37,3.24,6.6,7.52,140
E07000128,,,Wyre,,,,,7.58,35.85,3.38,20.35,18.75,7.33,16.1,12.95,26.33,44.68,11.92,31.19,50.65,3,7.13,8.04,172
E07000129,,,Blaby,,,,,7.13,26.58,3.93,13.03,14.1,20.91,37.53,11.56,29.74,47.81,16.82,15.55,31.51,2.37,6.79,7.47,163
E07000130,,,Charnwood,,,,,7.4,20.65,4.53,13.62,15.66,9.37,20.03,9.86,31.26,45.37,8.93,31.22,44.58,2.09,7.1,7.71,221
E07000131,,,Harborough,,,,,7.26,34.89,1.93,11.16,17.99,16.03,34.34,11.87,28.8,46.98,13.75,21.94,38.82,2.6,6.87,7.64,140
E07000132,,,Hinckley and Bosworth,,,,,7.35,34.77,2.3,12.93,20.16,13.27,31.31,11.95,31.87,51.98,17.43,18.31,38.03,2.78,6.94,7.76,117
E07000133,,,Melton,,,,,7.64,33.05,1.9,9.89,22.75,10.11,27.76,12.77,29.76,50.85,14.63,24.42,45.31,2.63,7.23,8.05,84
E07000134,,,North West Leicestershire,,,,,7.56,31.73,2.83,12.68,19.16,10.64,23.9,9.59,32.75,48.32,13.02,25.46,43.42,2.49,7.18,7.94,146
E07000135,,,Oadby and Wigston,,,,,7.32,32.14,3.46,16.61,21.47,12.4,31.71,16.94,24.17,49.69,17.79,19.74,42.22,3.6,6.78,7.86,90
E07000136,,,Boston,,,,,7.25,34.46,3.49,20.17,27.02,7.55,26.21,15.28,23.87,45.57,13.51,26.46,46.67,4.11,6.64,7.85,78
E07000137,,,East Lindsey,13.46,15.04,34.07,37.43,7.47,25.44,5.96,18.21,24.94,5.72,17.01,12.19,30.16,49.52,11.48,28.31,45.12,2.35,7.12,7.82,220
E07000138,,,Lincoln,,,,,7.11,27.32,6.12,20.95,17.7,11.04,23.18,12.25,29.4,48.53,13.99,21.87,38.92,3.08,6.67,7.54,136
E07000139,,,North Kesteven,,,,,7.74,26.42,2.09,9.63,21.07,7.7,20.25,11.1,37.09,53.91,11.57,27.82,41.51,3.01,7.27,8.2,160
E07000140,,,South Holland,,,,,7.15,35.71,3.27,12.82,20.96,8.9,24.18,12.56,28.57,49.55,18.57,26.77,45.93,2.82,6.75,7.56,110
E07000141,,,South Kesteven,,,,,7.21,20.22,7.32,17.18,17.26,10.68,21.83,8.84,33.34,47.58,9.93,24.9,37.16,2.71,6.82,7.6,202
E07000142,,,West Lindsey,,,,,7.62,31.05,3.85,15.96,20.96,11.72,27.29,13.12,23.27,41.44,11.75,28.43,48.04,2.73,7.2,8.04,137
E07000143,,,Breckland,,,,,7.8,32.19,3.1,8.98,21.39,14.72,24.73,10.09,38.55,52.64,9.52,22.39,34.9,1.82,7.51,8.08,201
E07000144,,,Broadland,,,,,7.54,29.16,3.04,11.54,17.51,10.95,22.74,9.31,35.42,51.61,11.44,24.95,39.75,2.12,7.23,7.86,193
E07000145,,,Great Yarmouth,,,,,7.76,36.16,7.62,21.36,21.75,10.14,26.37,13.54,29.62,46.59,14.28,21.98,36.31,3.19,7.26,8.26,110
E07000146,,,King’s Lynn and West Norfolk,,,,,7.52,30.15,4.65,13.33,14.62,8.93,21.68,8.75,31.31,46.68,10.79,27.06,46.35,2.4,7.16,7.88,200
E07000147,,,North Norfolk,,,,,7.69,25.65,4.31,13.39,21.17,8.67,21.41,12.15,25.99,42.66,9.47,33.88,49.7,2.51,7.31,8.08,161
E07000148,,,Norwich,,,,,7.24,24.85,4.63,13.72,18.86,9.73,21.45,8.73,42.61,60.55,16.92,15.67,31.62,2.08,6.94,7.54,211
E07000149,,,South Norfolk,,,,,7.33,28.66,5.78,21.2,20.7,7.08,17.03,10.73,32.27,49.84,10.71,26.27,40.53,3.05,6.89,7.78,197
E07000150,,,Corby,,,,,7.01,29.48,2.92,24.52,20.61,7.85,28.77,12.63,29.49,63.92,21.97,10.22,32.3,2.57,6.64,7.38,101
E07000151,,,Daventry,,,,,7.71,42.68,2.5,18.63,24.19,7.58,24.97,15.88,28.6,49.19,16.12,23.95,44.58,2.47,7.32,8.1,80
E07000152,,,East Northamptonshire,,,,,7.06,32.61,4.86,20.31,26.37,8.13,26.37,10.2,26.24,46.82,24.83,22.15,45.11,2.87,6.65,7.47,122
E07000153,,,Kettering,,,,,7.14,22.38,6.66,17.58,21.47,10.43,26.3,11.78,31.59,51.22,16.54,18.75,37.47,2.34,6.81,7.48,113
E07000154,,,Northampton,11.95,20.23,31.2,36.61,7.25,17.39,7.83,16.08,14.36,14.47,26,11.01,24.38,38.02,9.47,29.73,43.5,2.53,6.88,7.61,244
E07000155,,,South Northamptonshire,,,,,7.8,30.83,2.24,12.16,21.36,6.56,18.06,13.05,36.77,53.17,11.19,27.64,43.4,2.09,7.47,8.13,137
E07000156,,,Wellingborough,,,,,7.65,33.89,2.33,12.39,26.73,6.3,21.03,11.57,36.5,58.72,16.8,20.74,41.99,2.7,7.23,8.06,102
E07000163,,,Craven,,,,,7.41,43.22,1.16,19.31,27.05,8.31,29.03,17.62,22.36,47.68,17.69,22.99,49.18,3.73,6.84,7.97,86
E07000164,,,Hambleton,,,,,7.52,26.19,5.23,16.83,27.22,6.23,21.25,12.11,27.25,44.77,9.94,31.39,47.05,2.65,7.12,7.92,117
E07000165,,,Harrogate,,,,,7.42,20.07,6.04,14.08,12.37,14.74,24.36,9.71,29.38,43.45,9.97,27.23,40.71,2.09,7.12,7.73,213
E07000166,,,Richmondshire,,,,,7.24,37.27,2.12,15.24,25.33,9.68,30.14,11.74,37.39,60.74,25.06,10.99,33.7,3.92,6.67,7.82,77
E07000167,,,Ryedale,,,,,7.95,74.59,1.29,17.04,29.18,5.52,24.72,17.33,23.21,45.9,15.38,29.02,53.31,2.64,7.51,8.38,72
E07000168,,,Scarborough,,,,,7.54,38.59,1.6,12.42,18.55,13.76,29.99,11.85,29.47,47.76,13.24,23.9,41.11,2.52,7.15,7.92,150
E07000169,,,Selby,,,,,7.6,28.18,0.96,10.32,19.49,9.53,23.83,10.95,27.55,47.67,10.48,30.13,50.01,2.28,7.25,7.95,146
E07000170,,,Ashfield,,,,,7.11,21.02,9.03,22.14,23.26,8.56,23.47,11.07,27.47,43.09,11.94,25.21,41.04,3.47,6.62,7.6,151
E07000171,,,Bassetlaw,,,,,7.33,25.96,5.86,18.54,19.82,9.87,22.83,10.5,31.93,48.91,12.4,23.34,38.72,2.57,6.95,7.7,158
E07000172,,,Broxtowe,,,,,7.42,39.91,1.38,12.47,18.19,10.48,22.53,7.09,40.92,54.49,13.56,21.01,36.73,2.67,7.02,7.82,140
E07000173,,,Gedling,,,,,7.62,40.23,1.24,11.52,22.55,7.06,18.71,8.51,38.02,53.66,11.78,26.66,43.14,2.71,7.2,8.03,140
E07000174,,,Mansfield,13.04,18.06,36.61,32.28,6.75,23.7,10.04,28.22,18.35,13.74,29.71,12.12,26.32,43.21,16.48,16.33,32.43,3.74,6.25,7.26,154
E07000175,,,Newark and Sherwood,,,,,7.41,28.7,6.09,20.08,17.49,13.96,30.73,15.04,21.79,40.57,12.44,24.76,42.02,3.15,6.94,7.88,140
E07000176,,,Rushcliffe,,,,,7.62,30.74,7.35,18.41,18.05,7.03,17.61,9.67,31.64,48.06,14.91,26.12,43.78,2.39,7.26,7.99,150
E07000177,,,Cherwell,,,,,7.64,29.73,3.55,13.94,18.16,13.63,29.16,11.75,28.2,45.51,12.17,24.97,41.03,2.33,7.28,8,180
E07000178,,,Oxford,,,,,7.52,26.28,6.79,22.12,24.85,8.25,24.81,13.11,31.96,54.94,18.34,16.11,35.02,1.81,7.25,7.8,160
E07000179,,,South Oxfordshire,,,,,7.02,23.42,5.78,15.89,18.58,14.22,30.95,8.95,32.96,47.28,12.58,19.83,33.09,2.73,6.64,7.4,189
E07000180,,,Vale of White Horse,,,,,7.71,24.27,4.67,13.4,16.88,9.05,18.22,6.7,43.34,56.7,14.28,19.54,35.08,2.01,7.4,8.01,170
E07000181,,,West Oxfordshire,,,,,7.91,30.28,3.78,15.44,20.66,10.81,26.07,9.28,38.43,55.99,16.3,16.66,32.82,1.54,7.67,8.16,130
E07000187,,,Mendip,,,,,7.33,27.52,4.38,15.07,21.35,8.53,21.22,10.67,33.41,51.52,15.73,22.59,43.29,2.76,6.93,7.74,161
E07000188,,,Sedgemoor,,,,,7.35,24.55,4.4,12.19,21.32,8.91,21.06,11.24,35.18,52.53,11.23,24.93,40.8,3.14,6.89,7.81,173
E07000189,,,South Somerset,11.3,19.56,37.45,31.69,7.36,21.91,5.49,13.93,12.3,15.61,25.68,8.21,30.53,42.4,9.75,26.77,39.59,2.1,7.06,7.67,280
E07000190,,,Taunton Deane,,,,,7.26,20.05,8.97,20.98,26.99,4.73,15.81,13.21,27.28,46.86,12.2,28.5,46.88,3.23,6.79,7.73,163
E07000191,,,West Somerset,,,,,7.73,58,-1.05,11.19,18.66,16.74,37.97,27.66,9.32,34.56,16.68,29.8,61.46,3.78,7.12,8.33,53
E07000192,,,Cannock Chase,,,,,7.18,29.54,3.9,15.43,20.23,15.08,35.91,18.38,17.12,37.33,14.85,26.33,48.9,3.88,6.62,7.75,128
E07000193,,,East Staffordshire,,,,,7.03,26.75,5.81,19.3,19.99,10.79,25.27,10.16,33.68,50.96,13.8,19.59,34.6,2.95,6.61,7.44,128
E07000194,,,Lichfield,,,,,7.45,43.09,0.98,13.88,19.49,13.39,30.7,13.87,26.04,46.22,13.09,25.33,43.47,2.89,7.02,7.89,130
E07000195,,,Newcastle-under-Lyme,,,,,7.06,20.56,7.02,16.84,19.77,14.44,33.36,14.23,23.79,42.75,14.26,22.08,39.73,3.86,6.51,7.6,154
E07000196,,,South Staffordshire,,,,,7.49,22.19,6.4,16.6,22.56,8.87,23.44,12.04,27.82,45.44,13.31,26.21,45.22,2.57,7.1,7.87,149
E07000197,,,Stafford,,,,,7.62,24.96,4.35,12.94,17.39,10.34,23.84,8.7,29.19,46.22,12.39,28.84,44.28,2.61,7.22,8.02,170
E07000198,,,Staffordshire Moorlands,,,,,8.02,52.36,0.99,9.09,26.3,6.21,20.09,8.47,44.69,64.4,12.03,18.09,36.43,1.88,7.72,8.32,120
E07000199,,,Tamworth,,,,,7.29,32.57,3.55,17.66,31.64,5.8,26.98,13.29,28.89,50.43,17.48,21.44,45.25,3.56,6.76,7.82,85
E07000200,,,Babergh,,,,,7.54,38.78,1.75,14.24,25.94,8.61,27.44,10.48,30.15,46.29,12.44,26.8,44.71,2.99,7.09,8,128
E07000201,,,Forest Heath,,,,,7.63,36.32,3.47,23.92,20.33,13.47,32.82,24.32,12.06,36.18,18.66,24.07,54.01,3.22,7.13,8.14,90
E07000202,,,Ipswich,,,,,7.27,23.17,1.27,8.86,16.05,11.77,24.17,11.24,34,49.78,11.32,26.51,43.63,2.37,6.93,7.61,230
E07000203,,,Mid Suffolk,,,,,7.48,26,3.91,12.4,22.94,8.84,23.87,10.49,33.11,50.74,12.21,25.35,41.78,2.49,7.11,7.86,149
E07000204,,,St Edmundsbury,,,,,8,22.48,4.78,12.57,17.12,11.64,23.74,10.11,30.41,45.8,10.37,28.17,42.9,2.16,7.65,8.34,150
E07000205,,,Suffolk Coastal,12.02,17.48,34.14,36.36,7.33,24.81,6.12,18.15,20.72,8.06,19.44,8.79,34.97,49.85,11.47,24.44,38.96,2.99,6.89,7.77,181
E07000206,,,Waveney,,,,,7.47,21.37,5.7,14.16,18.61,9.89,21.54,10.96,30.18,47.04,10.98,27.93,43.57,2.28,7.13,7.81,184
E07000207,,,Elmbridge,,,,,7.55,35.79,1.7,10.2,19.84,9.7,22.42,10,36.2,54.26,11.45,25.28,40.25,2.05,7.24,7.86,172
E07000208,,,Epsom and Ewell,,,,,7.47,30.16,3.71,15.61,32.49,3.02,14.93,12.35,37.57,62.92,16.55,20.6,41.64,2.91,7.03,7.92,77
E07000209,,,Guildford,,,,,7.18,27.15,3.62,12.25,15.89,15.63,30.22,13.32,27.91,48.22,16.88,20.57,41.59,2.77,6.78,7.57,148
E07000210,,,Mole Valley,,,,,7.45,61,-1.31,12.97,19.73,11.22,25.94,10.65,36.87,56.93,17.7,18.49,38.88,3.61,6.91,7.99,138
E07000211,,,Reigate and Banstead,7.41,17.47,42.35,32.77,7.5,38.51,1.61,12.45,20.32,8.45,20.05,9.83,38.96,58.07,13.4,22.1,38.33,2.8,7.08,7.92,150
E07000212,,,Runnymede,,,,,7.2,36.49,2.25,15.2,22.28,14.17,37.67,22.09,19.85,52.25,28.39,12.38,46.23,4.33,6.57,7.83,81
E07000213,,,Spelthorne,,,,,7.39,35.46,4.28,16.09,20.17,6.67,20.89,11.59,31.74,51.22,10.87,25.45,43.66,2.46,7.03,7.75,140
E07000214,,,Surrey Heath,,,,,7.72,54.15,1.51,11.09,26.64,13.86,28.03,9.39,35.38,55.56,13.77,18.27,36.31,2,7.4,8.03,131
E07000215,,,Tandridge,,,,,7.21,32.74,3.38,16.54,24.59,7.54,22.37,10.7,37.25,57.76,18.97,17.02,38.12,3.1,6.76,7.66,99
E07000216,,,Waverley,,,,,7.74,33.8,2.95,15.19,27.06,4.73,15.85,9.82,31.64,47.08,8.26,34.47,48.1,2.2,7.4,8.08,159
E07000217,,,Woking,,,,,7.3,37.89,1.58,11.76,18.87,16.91,37.65,11.24,29.63,46.98,14.53,19.62,35.86,2.47,6.94,7.66,140
E07000218,,,North Warwickshire,,,x ,,7.18,51.26,-0.43,15.35,21.57,10.6,27.61,12.99,39.04,67.64,22.05,10.96,29.25,2.75,6.78,7.59,60
E07000219,,,Nuneaton and Bedworth,,,,,7.19,25.35,5.48,16.76,13.86,17.05,30.14,14.46,22,39.9,12.97,25.42,43.24,2.74,6.79,7.58,139
E07000220,,,Rugby,,,,,7.27,30.45,3.61,14.99,20.89,9.8,23.96,10.15,39.56,59.81,14.84,16.94,31.33,2.6,6.89,7.65,123
E07000221,,,Stratford-on-Avon,,,,,7.71,26.28,5.04,16.11,13.88,19,33.51,11.23,26.13,41.19,12.65,22.07,36.95,1.8,7.44,7.99,200
E07000222,,,Warwick,,,,,7.62,34.31,3.94,13.7,17.03,9.58,22.18,8.74,33.3,53.61,11.87,21.65,42.04,2.4,7.26,7.98,202
E07000223,,,Adur,,,,,7.27,37.78,2.62,20.96,34.16,4.48,25.75,16.05,29,57.64,19.55,17.79,41.76,3.68,6.72,7.82,70
E07000224,,,Arun,,,,,7.43,26.58,4.54,14.77,18.2,10.2,21.8,8.59,34.14,48.25,11.12,25.8,40.49,2.41,7.08,7.79,193
E07000225,,,Chichester,,,,,7.52,25.49,5.17,15.9,21.29,8.61,21.35,10.61,30.51,46.93,12.49,26.84,44.7,2.58,7.13,7.91,161
E07000226,,,Crawley,,,,,7.04,34.25,4.01,21.68,17.02,16.1,32.82,15.17,21.51,40.36,13.15,23.38,40.15,3.95,6.48,7.6,134
E07000227,,,Horsham,,,,,7.72,28.93,5.24,14.67,17.22,13.85,28.87,9.08,31.72,46.87,15.86,22.43,36.35,1.87,7.43,8.01,200
E07000228,,,Mid Sussex,,,,,7.84,31.19,2.89,11.5,18.11,9.98,19.73,11.08,26.84,42.74,9.06,35.47,50.85,1.82,7.56,8.13,187
E07000229,,,Worthing,,,,,7.41,32.65,2.6,12.53,25.4,8.32,25.68,10.31,39.27,59.8,16.69,17.21,34.6,2.62,7.02,7.8,123
E07000234,,,Bromsgrove,,,,,7.26,20.32,8.78,20.86,23.03,8.74,23.74,13.37,25.01,43.35,12.08,26.34,43.19,2.73,6.86,7.66,127
E07000235,,,Malvern Hills,,,,,7.9,36.41,1.9,14.23,22.39,12.22,29.5,17.23,27.29,48.36,15.01,23.93,42.56,2.68,7.47,8.33,111
E07000236,,,Redditch,,,,,7.43,39,3,11.54,33.98,11.85,25.96,12.61,30.34,50.08,16.9,23.22,44.01,2.79,7.01,7.84,124
E07000237,,,Worcester,,,,,7.46,27.06,1.05,11.7,32.57,12.94,28.99,10.27,34.31,57.61,15.63,15.93,37.46,2.62,7.06,7.85,134
E07000238,,,Wychavon,,,,,7.39,30.61,2.15,10.4,18.12,16.38,33.51,10.7,30.5,45.93,12.19,22.64,38.49,2.32,7.05,7.74,170
E07000239,,,Wyre Forest,,,,,7.48,33.58,4.21,15.74,20.95,8.43,22.27,10.63,33.49,54.23,14.29,22.56,39.08,2.59,7.1,7.87,148
E07000240,,,St Albans,11.99,19.2,38.83,29.99,7.75,31.86,1.9,8.54,16.03,11.64,22.59,10.21,30.26,45.75,11.1,30.88,48.44,2.16,7.42,8.09,179
E07000241,,,Welwyn Hatfield,,,,,7.18,44.48,0.69,12.23,21.48,12.41,31.24,10.91,39.02,60.93,18.26,13.77,29.72,3.56,6.67,7.69,109
E08000001,,,Bolton,12.43,16.92,40.57,30.08,7.21,10.91,9.76,15.1,9.33,13.81,20.02,5.07,36.52,44.61,6.41,26.29,33.88,1.33,7.02,7.4,768
E08000002,,,Bury,10.65,20.86,38.41,30.08,7.23,11.6,8.22,13.08,8.98,17.17,24.55,5.7,34.1,42.73,7.13,25.86,34.3,1.35,7.04,7.43,712
E08000003,,,Manchester,11.96,21.46,39.23,27.35,7.07,11.19,9.33,14.59,7.29,18.38,24.53,4.6,35.69,42.78,7.1,23.54,31.17,1.45,6.87,7.27,968
E08000004,,,Oldham ,11.99,18.9,39.09,30.02,7.19,12.27,9.09,14.88,8.98,15.56,22.24,5.16,35.12,43.06,6.12,26.41,33.64,1.53,6.97,7.4,760
E08000005,,,Rochdale,14.76,17.68,37.37,30.19,7.05,9.74,11.93,17.59,8.38,14.77,20.59,4.45,34.1,40.64,5.6,26.87,33.52,1.4,6.86,7.24,980
E08000006,,,Salford,13.3,21.25,38.84,26.61,6.98,10.39,10.58,16.01,7.76,18.01,24.5,5.07,34.97,42.71,6.87,23.01,30.2,1.41,6.79,7.18,893
E08000007,,,Stockport,9.96,20.15,40.61,29.29,7.22,12.63,7.48,12.43,8.51,16.78,23.52,4.79,36.78,44.44,6.11,25.77,32.81,1.32,7.04,7.41,793
E08000008,,,Tameside,10.74,19.74,39.62,29.89,7.25,9.69,8.7,12.79,8.24,16.54,22.94,4.61,36.03,43.21,6.3,26.19,33.59,1.14,7.09,7.42,923
E08000009,,,Trafford,10.63,17.36,40.93,31.08,7.33,11.77,8.17,13.09,8.28,14.54,20.19,5.21,36.74,45.13,6.46,27.13,35.03,1.18,7.16,7.5,854
E08000010,,,Wigan,11.07,18.37,35.62,34.94,7.36,10.6,8.76,13.38,8.41,15.34,21.41,5.39,31.85,39.39,5.59,31.1,38.78,1.27,7.17,7.54,876
E08000011,,,Knowsley ,13.58,18.89,33.88,33.64,7.14,9.55,11.03,16.14,8.62,15.69,22.1,5.66,30.11,37.66,6.04,29.64,37.63,1.38,6.95,7.34,844
E08000012,,,Liverpool,15.2,22.28,37.82,24.7,6.79,11.96,11.63,18.78,7.49,19,25.56,4.9,34.17,41.46,6.86,21.37,28.03,1.52,6.59,7,954
E08000013,,,St. Helens,14.62,18,38.17,29.21,7.01,9.76,11.82,17.43,7.75,15.26,20.75,5.58,33.98,42.35,6.58,25.43,32.99,1.31,6.83,7.19,872
E08000014,,,Sefton,10.6,18.14,38.52,32.73,7.3,11.3,8.25,12.96,8.75,15.02,21.26,4.91,34.8,42.25,5.64,29.1,36.36,1.15,7.13,7.46,836
E08000015,,,Wirral,13.38,17.31,39.13,30.18,7.14,10.07,10.73,16.03,8.25,14.5,20.12,4.89,35.37,42.89,6.11,26.56,33.81,1.32,6.96,7.33,896
E08000016,,,Barnsley,11.42,18.58,36.35,33.64,7.33,10.05,9.16,13.68,8.07,15.63,21.53,4.98,32.8,39.91,5.71,29.87,37.42,1.24,7.15,7.51,952
E08000017,,,Doncaster,13.01,18.91,32.43,35.65,7.22,10.17,10.41,15.61,8.26,15.84,21.98,5.84,28.7,36.15,5.33,31.91,39.39,1.33,7.04,7.41,910
E08000018,,,Rotherham ,12.05,16.52,40.26,31.17,7.21,11.32,9.36,14.73,8.41,13.79,19.25,4.61,36.62,43.91,5.6,27.74,34.6,1.39,7.01,7.41,850
E08000019,,,Sheffield,11.48,21.67,38.11,28.75,7.11,12.31,8.7,14.25,7.02,18.68,24.66,5.09,34.29,41.93,6.13,25.28,32.22,1.42,6.91,7.31,830
E08000020,,,Gateshead,12.38,16.2,41.59,29.84,7.22,10.24,9.88,14.87,9.74,13.09,19.3,5.33,37.22,45.95,5.88,26.39,33.3,1.21,7.05,7.4,851
E08000021,,,Newcastle upon Tyne,9.74,20.16,40.03,30.08,7.28,13.02,7.24,12.23,8.55,16.76,23.55,4.98,36.1,43.95,6.51,26.23,33.93,1.29,7.1,7.47,799
E08000022,,,North Tyneside,10.47,17.12,43.07,29.35,7.26,11.02,8.2,12.74,8.34,14.31,19.93,4.25,39.46,46.67,5.91,25.93,32.76,1.19,7.09,7.43,810
E08000023,,,South Tyneside,13.19,20.31,38.33,28.16,7.04,9.5,10.73,15.66,7.97,17.12,23.49,5.12,34.47,42.2,6.18,24.74,31.59,1.28,6.87,7.22,952
E08000024,,,Sunderland,13.23,17.16,34.76,34.85,7.28,9.77,10.68,15.77,8.85,14.18,20.15,5.36,31.1,38.42,5.7,30.95,38.76,1.4,7.08,7.48,921
E08000025,,,Birmingham,12.45,20.81,39.64,27.11,7.06,9.1,10.22,14.67,6.77,18.04,23.57,4.52,36.12,43.16,6.14,23.84,30.38,1.08,6.91,7.21,1069
E08000026,,,Coventry,7.48,18.04,46.66,27.83,7.41,12.73,5.6,9.35,9.73,14.58,21.49,4.62,42.42,50.9,7.24,23.87,31.79,1.07,7.26,7.57,710
E08000027,,,Dudley ,8.93,23.27,40.8,27,7.21,12.41,6.75,11.12,7.86,19.68,26.87,4.84,36.92,44.68,6.91,23.32,30.67,1.16,7.04,7.37,831
E08000028,,,Sandwell ,11.6,17.35,36.57,34.48,7.33,11.58,8.96,14.25,9.34,14.16,20.53,5.25,32.79,40.34,5.98,30.43,38.54,1.35,7.13,7.52,832
E08000029,,,Solihull,10.75,15.78,43.26,30.2,7.3,10.63,8.5,13,8.9,13.02,18.54,4.37,39.54,46.98,5.84,26.73,33.67,1.11,7.14,7.46,910
